id,permit_no,permit_date,permit_type,description,status,address,page_number,captured_at
16412,B240508,04/10/2024,"Building New Construction, Additions, Alterations or Sign","Hallway bathroom remodel. Like for like nonstructural. Replace tub with shower pan. Replace wet walls and valve. Install vacancy sensor, dedicated GFCI, and exhaust fan.",Finaled,"6705 HORSEMANS CANYON DR, WALCR CA",1368,2026-07-18T09:40:32.138682
16409,B240510,04/10/2024,"Building New Construction, Additions, Alterations or Sign","Kitchen Remodel. Replace hall vanity, countertop, sink and faucet. Replace main bathroom vanity, countertop, sink and faucet.",Finaled,"1900 GOLDEN RAIN RD, 1, WALCR CA 94595",1368,2026-07-18T09:40:32.138682
16408,B240511,04/10/2024,"Building New Construction, Additions, Alterations or Sign","Kitchen Remodel. New LED recessed lighting in dining, living, guest bedroom and main bedroom. Replace existing water heater with tankless.",Finaled,"5401 TERRA GRANADA DR, 2B, WALCR CA 94595",1368,2026-07-18T09:40:32.138682
16395,R24112,04/11/2024,"Building Revision to Issued Permit","1. Gas line drawing, this is showing where the gas line will come from the meter at our house to the ADU then to the stove location then go up to the attic and across to the gas water heater location. Then we will purchase the special vented door for the water heater as noted on the approved plans. 2. Roof vents and calculations, which is instead of the long roof vent there is separate vents in the roof along with the attic vents to meet the required numbers for ventilation. 3. Electrical plans shows a porch light added and the switch inside moved so its not behind the door along with 2 desk lights and switches in the bedrooms. Also these drawings show 240 outlets for the stove and water heater so there is an option to have either gas or electric in the future.","Revision Issued","3116 MANOR AVE, WALCR CA 94597",1367,2026-07-18T09:40:27.290289
16378,B240515,04/12/2024,"Building New Construction, Additions, Alterations or Sign","1. New addition, electrical & lights",Void,"724 WIMBLEDON RD, WALCR CA 94598",1365,2026-07-18T09:40:17.411887
16369,B240517,04/12/2024,"Building New Construction, Additions, Alterations or Sign","Demolish entry porch roof and patio, remove half bath and existing entry drop ceiling. Addition of new entry, laundry room and bathroom and entry porch.",Finaled,"740 PALOMINO CT, WALCR CA 94596",1365,2026-07-18T09:40:17.411887
16357,B240518,04/15/2024,"Building New Construction, Additions, Alterations or Sign","Master bathroom remodel, shower room only. In kind remodel, no change to walls or layout. Upgrade plumbing per code, Upgrade electrical per code. Install moisture sensor fan.",Finaled,"3327 WHITEHAVEN DR, WALCR CA 94598",1364,2026-07-18T09:40:10.709038
16351,R24116,04/15/2024,"Building Revision to Issued Permit","Structural ceiling framing revision to kitchen. Foundation revisions between addition and existing house. - REVISION TO B231049","Revision Issued","3209 HUDSON AVE, WALCR CA 94597",1363,2026-07-18T09:40:06.036394
16350,B240520,04/15/2024,"Building New Construction, Additions, Alterations or Sign","Extension of the existing garage with a conversion of part of it into a master bedroom, additions at the rear of the house to construct a new master bedroom, and the relocation of the kitchen to expand the living space.",Finaled,"3148 HUDSON AVE, WALCR CA 94597",1363,2026-07-18T09:40:06.036394
16348,B240521,04/15/2024,"Building New Construction, Additions, Alterations or Sign","First floor hallway bathroom remodel. Like for like nonstructural. Replace tub with shower pan. Replace wet walls, valve, vanity countertop, and exhaust fan. Install vacancy sensor and dedicated GFCI.",Finaled,"1333 RUNNING SPRINGS RD, 6, WALCR CA",1363,2026-07-18T09:40:06.036394
16341,B240522,04/15/2024,"Building New Construction, Additions, Alterations or Sign","Full Remodel unit",Finaled,"3317 GOLDEN RAIN RD, 1, WALCR CA 94595",1362,2026-07-18T09:40:01.073323
16340,M240686,04/16/2024,"Mechanical, Electrical, or Plumbing Only","Kitchen and bathroom remodel adding 2nd bathroom and concerting part of existing balcony into office with 92 sq ft of additional living space.",Void,"1501 CANYONWOOD CT, 4, WALCR CA 94595",1362,2026-07-18T09:40:01.073323
16335,M240689,04/16/2024,"Mechanical, Electrical, or Plumbing Only","Like for like apartment remodel",Void,"1305 SINGINGWOOD CT, 2, WALCR CA 94595",1362,2026-07-18T09:40:01.073323
16334,B240524,04/16/2024,"Building New Construction, Additions, Alterations or Sign","Kitchen Remodel and Fireplace Insert",Finaled,"3126 TERRA GRANADA #1 DR, 1, WALCR CA 94595",1362,2026-07-18T09:40:01.073323
16330,B240526,04/16/2024,"Building New Construction, Additions, Alterations or Sign","New Patio Doors/Windows Hall Bathroom Remodel Misc. Lighting",Finaled,"2057 GOLDEN RAIN RD, 2, WALCR CA 94595",1361,2026-07-18T09:39:55.534008
16328,B240527,04/16/2024,"Building New Construction, Additions, Alterations or Sign","partical kitchen remodel",Finaled,"1129 PTARMIGAN DR, 1, WALCR CA 94595",1361,2026-07-18T09:39:55.534008
16324,M240693,04/16/2024,"Mechanical, Electrical, or Plumbing Only","Ductless multi-split heat pump addition.",Finaled,"235 CLYDE DR, WALCR CA 94598",1361,2026-07-18T09:39:55.534008
16323,B240528,04/16/2024,"Building New Construction, Additions, Alterations or Sign","2 bath remodel. Enlarge Primary Shower. Relocate furnace to attic. Replace outdated subpanel",Finaled,"504 CANDLEBERRY RD, WALCR CA 94598",1361,2026-07-18T09:39:55.534008
16315,REC24003,04/16/2024,"Building Research","REQUEST FOR FOUNDATION PLANS - R001601-040424",Received,"84 ORCHARD ESTATES DR, WALCR CA 94598",1360,2026-07-18T09:39:50.569719
16312,B240529,04/16/2024,"Building New Construction, Additions, Alterations or Sign","UNIT REMODEL. ""Like for like"" apartment remodel.",Finaled,"1305 SINGINGWOOD CT, 2, WALCR CA 94595",1360,2026-07-18T09:39:50.569719
16311,B240530,04/16/2024,"Building New Construction, Additions, Alterations or Sign","Remodel kitchen and bathroom add 2nd bathroom and enclose part of balcony to convert into office aprox. 92 Sq ft of living space added",Finaled,"1501 CANYONWOOD CT, 4, WALCR CA 94595",1360,2026-07-18T09:39:50.569719
16299,B240531,04/17/2024,"Building New Construction, Additions, Alterations or Sign","Foundation repair using 34 push piers.",Finaled,"601 TARRYTOWN CT, WALCR CA 94598",1359,2026-07-18T09:39:45.698643
16280,B240534,04/17/2024,"Building New Construction, Additions, Alterations or Sign","Foundation repair using 10 push piers.",Finaled,"1896 2ND AVE, WALCR CA 94597",1357,2026-07-18T09:39:35.745134
16277,B240537,04/17/2024,"Building New Construction, Additions, Alterations or Sign","(1) Remodel existing bathroom #1 & #2.  (2) Remove walls in living, kitchen & dining with new structural support. (3) New kitchen remodel in approximate existing kitchen location.",Finaled,"387 WARWICK DR, WALCR CA 94598",1357,2026-07-18T09:39:35.745134
16262,B240539,04/18/2024,"Building New Construction, Additions, Alterations or Sign","Remodel kitchen and bathroom, new bathroom, update flooring, doors, paint interior and install new lighting.",Finaled,"1316 OAKMONT DR, 4, WALCR CA 94595",1356,2026-07-18T09:39:29.414796
16256,B240540,04/18/2024,"Building New Construction, Additions, Alterations or Sign","REMODEL KITCHEN: INCLUDES REMOVING SOME INTERIOR WALLS TO ENLARGE KITCHEN, (N) CABINETRY & APPLIANCES, REPLACE (E) SLIDING DOOR WITH NEW, REPLACE KITCHEN WINDOWS WITH NEW. RESURFACE FIREPLACE, ADD NEW MANTEL. NEW CABINETRY IN LIVING ROOM WITH NEW DOOR TO (E) GARAGE THROUGH CABINETRY PASS THROUGH. BATHROOM: REDUCE VANITY TO CREATE (N) COAT CLOSET",Finaled,"535 MONMOUTH CT, WALCR CA 94598",1355,2026-07-18T09:39:24.767874
16225,B240550,04/19/2024,"Building New Construction, Additions, Alterations or Sign","Minor repair to foundation",Expired,"3048 NARANJA DR, WALCR CA 94598",1353,2026-07-18T09:39:14.559530
16222,B240551,04/19/2024,"Building New Construction, Additions, Alterations or Sign","Foundation repair using 23 push piers.",Finaled,"2289 OVERLOOK DR, WALCR CA 94597",1352,2026-07-18T09:39:08.932000
16219,B240552,04/20/2024,"Building New Construction, Additions, Alterations or Sign","kitchen remodel, sub panel upgrade, bathroom vanity top, sink and faucet replacement",Finaled,"1549 OAKMONT DR, 9, WALCR CA 94595",1352,2026-07-18T09:39:08.932000
16217,B240554,04/21/2024,"Building New Construction, Additions, Alterations or Sign","Full Bathroom remodel",Finaled,"5513 TERRA GRANADA DR, 1B, WALCR CA 94595",1352,2026-07-18T09:39:08.932000
16210,B240557,04/22/2024,"Building New Construction, Additions, Alterations or Sign","Master Bathroom remodel. Remove Cabinets, countertops, tile and tub. Re-install in the same locations. Kitchen Remodel. Remove existing cabinets countertops and appliances and sink. Reinstall new cabinets, countertops, sink and appliances in existing locations.",Finaled,"2854 SAKLAN INDIAN DR, WALCR CA 94595",1351,2026-07-18T09:39:03.751153
16206,B240558,04/22/2024,"Building New Construction, Additions, Alterations or Sign","Partial Bath Remodel: Tiles Installation on Walls and Shower Pan, Replace Shower Fixtures and Shower Door.",Finaled,"3301 TICE CREEK DR, 7, WALCR CA 94595",1351,2026-07-18T09:39:03.751153
16203,B240559,04/22/2024,"Building New Construction, Additions, Alterations or Sign","Partial Bath Remodel: Install Quartz Walls, Shower Pan Tiles and Replace Shower Fixtures.",Finaled,"417 FENWAY DR, WALCR CA 94598",1351,2026-07-18T09:39:03.751153
16194,B240563,04/22/2024,"Building New Construction, Additions, Alterations or Sign","Increasing size of copy room, addition of a new conference room and addition of two new offices, addition of two 'phone booth' rooms, reconfiguration of two existing offices and upgrade of existing ceiling lighting fixtures to LED. All proposed improvements are limited to 1st and 3rd floor.",Issued,"1350 CARLBACK AV AVE, WALCR CA",1350,2026-07-18T09:38:59.114819
16190,B240567,04/22/2024,"Building New Construction, Additions, Alterations or Sign","Build one new 950 SF accessory dwelling unit (ADU) with one bedroom and one bathroom.",Issued,"35 PINO CREST, WALCR CA 94598",1350,2026-07-18T09:38:59.114819
16186,M240747,04/22/2024,"Mechanical, Electrical, or Plumbing Only","Kitchen remodel - wall remove non load bearing Soffit removal Recessed lights 2.5 bathroom remodel 2nd sink in master bathroom added",Void,"1034 SHEPPARD RD, WALCR CA",1349,2026-07-18T09:38:54.268319
16182,R24121,04/23/2024,"Building Revision to Issued Permit","Change to foundation design to match design of existing house foundation (pier and grade beam). - Revision to B231225","Revision Issued","770 THOMAS LN, WALCR CA 94597",1349,2026-07-18T09:38:54.268319
16178,B240570,04/23/2024,"Building New Construction, Additions, Alterations or Sign","""like for like"" apartment remodel",Incomplete,"1268 SKYCREST DR, 1, WALCR CA 94595",1349,2026-07-18T09:38:54.268319
16143,B240576,04/23/2024,"Building New Construction, Additions, Alterations or Sign","Kitchen remodel Remove wall non load bearing 2.5 bath remodel same floor plan, master bathroom add 2 sinks, recessed lighting, flooring, painting",Finaled,"1034 SHEPPARD RD, WALCR CA 94598",1346,2026-07-18T09:38:40.707971
16142,M240768,04/24/2024,"Mechanical, Electrical, or Plumbing Only","MASTER BATHROOM REMODEL Replace existing and upgrade fixtures and tiles to the studs Replace ceiling lights ,outlets and switches Remove existing bathtub; cap off tub’s pipe Clean up and haul away all debris",Void,"500 LAS LOMAS WAY, WALCR CA 94598",1346,2026-07-18T09:38:40.707971
16120,B240580,04/24/2024,"Building New Construction, Additions, Alterations or Sign","Room Addition 373 sq. ft.",Finaled,"2661 NETHERCOTT CT, WALCR CA 94598",1344,2026-07-18T09:38:30.366310
16094,B240593,04/25/2024,"Building New Construction, Additions, Alterations or Sign","Like for like remodel of hallway bathroom. Remodel of primary bathroom. Moving one non structural wall to accommodate new primary bathroom floor plan.",Finaled,"465 DUNBLANE DR, WALCR CA 94598",1342,2026-07-18T09:38:20.783519
16084,B240597,04/25/2024,"Building New Construction, Additions, Alterations or Sign","Install new flooring, install washer/dryer, remodel bath and kitchen (like for like) replace windows (like for like)",Finaled,"1132 RUNNING SPRINGS RD, 11, WALCR CA 94595",1341,2026-07-18T09:38:16.084117
16076,B240600,04/25/2024,"Building New Construction, Additions, Alterations or Sign","""like for like"" apartment remodel","OTC Rejected","1268 SKYCREST DR, 1, WALCR CA 94595",1340,2026-07-18T09:38:11.129828
16074,B240601,04/25/2024,"Building New Construction, Additions, Alterations or Sign","MASTER BATHROOM REMODEL Replace existing and upgrade fixtures and tiles to the studs Replace ceiling lights ,outlets and switches Remove existing bathtub; cap off tub's pipe Clean up and haul away all debris",Finaled,"500 LAS LOMAS WAY, WALCR CA 94598",1340,2026-07-18T09:38:11.129828
16065,M240800,04/26/2024,"Mechanical, Electrical, or Plumbing Only","Ducted heat pump addition with 5 new ducts. REVISION UNDER R25123",Finaled,"161 SANTA RITA DR, WALCR CA 94596",1339,2026-07-18T09:38:06.321443
16064,B240604,04/26/2024,"Building New Construction, Additions, Alterations or Sign","Bathroom Remodel",Finaled,"2051 SAN LUIS RD, WALCR CA 94597",1339,2026-07-18T09:38:06.321443
16063,B240605,04/26/2024,"Building New Construction, Additions, Alterations or Sign","Kitchen Remodel Remodel 2 Bathrooms Recessed Lights and Fireplace Insert at Living Room",Finaled,"719 TERRA CALIFORNIA DR, 1, WALCR CA 94595",1339,2026-07-18T09:38:06.321443
16049,B240607,04/26/2024,"Building New Construction, Additions, Alterations or Sign","INTERIOR REMODEL OF ASSISTED LIVING FACILITY TO INCLUDE CHANGES TO WINDOWS/DOORS, KITCHEN REMODEL, AND ADDITION OF SKYLIGHTS IN BEDROOM AND KITCHEN/LIVING/DINING",Finaled,"1516 CASTLE HILL RD, WALCR CA 94595",1338,2026-07-18T09:38:00.972766
16048,R24131,04/26/2024,"Building Revision to Issued Permit","Kitchen Remodel. LED lights added to dining, living, main bedroom and guest bedroom. Replace existing water heater with tankless.",Void,"5401 TERRA GRANADA DR, 2B, WALCR CA 94595",1338,2026-07-18T09:38:00.972766
16039,B240609,04/29/2024,"Building New Construction, Additions, Alterations or Sign","NEW ATTACHED ADU","Conditionally Approved","2430 OVERLOOK DR, WALCR CA 94597",1337,2026-07-18T09:37:56.050093
16033,B240614,04/29/2024,"Building New Construction, Additions, Alterations or Sign","Remodel of two bathrooms, laundry, kitchen, living room and study, fireplace with an electric fireplace, new and replaced windows and glass doors.. Structural changes to a shear wall and 4 headers.",Finaled,"2621 SAKLAN INDIAN DR, 4, WALCR CA 94595",1337,2026-07-18T09:37:56.050093
16029,B240616,04/29/2024,"Building New Construction, Additions, Alterations or Sign","""like for like"" apartment remodel",Finaled,"1268 SKYCREST DR, 1, WALCR CA 94595",1336,2026-07-18T09:37:51.166726
16024,B240618,04/30/2024,"Building New Construction, Additions, Alterations or Sign","HOUSE REMODEL-CONVERT EXISTING HALF BATH TO LAUNDRY ROOM CONVERT EXISTING BEDROOM 6 TO OFFICE CONVERT EXISTING BEDROOM 6 CLOSET TO 1/2 BATH REPLACE ALL CASEWORKS (KITCHEN AND ALL BATHS) NEW FLOORING THROUGHOUT NEW PAINT ON ALL EXTERIOS WALLS NEW CAN LIGHTS THROUGHOUT NEW KITCHEN ISLAND",Finaled,"3022 DEERPARK DR, WALCR CA 94598",1336,2026-07-18T09:37:51.166726
16017,B240619,04/30/2024,"Building New Construction, Additions, Alterations or Sign","Kitchen remodel like for like. Same layout with new appliances. Keep existing window. New sliding glass door in existing opening. Install new LED recessed lights and undercabinet lights.",Finaled,"2070 BANBURY RD, WALCR CA 94598",1335,2026-07-18T09:37:46.155642
16009,B240623,04/30/2024,"Building New Construction, Additions, Alterations or Sign","REMODEL EXISTING KITCHEN",Expired,"2276 GLADWIN DR, WALCR CA 94596",1335,2026-07-18T09:37:46.155642
15997,B240627,04/30/2024,"Building New Construction, Additions, Alterations or Sign","First floor master bathroom remodel. Like for like nonstructural. Replace shower pan, wet walls, valve, and exhaust fan. Install vacancy sensor and dedicated GFCI. Replace toilet in hall bath. Replace electrical panel.",Finaled,"889 MOHICAN CT, WALCR CA 94598",1334,2026-07-18T09:37:41.507311
15994,B240628,04/30/2024,"Building New Construction, Additions, Alterations or Sign","First floor master bathroom remodel. Like for like nonstructural. Replace tub with shower pan. Replace wet walls, valve, toilet, and exhaust fan. Install vacancy sensor and dedicated GFCI.",Finaled,"2604 SAKLAN INDIAN DR, 2, WALCR CA 94595",1333,2026-07-18T09:37:35.182236
15976,B240630,05/01/2024,"Building New Construction, Additions, Alterations or Sign","HOUSE REMODEL",Finaled,"3462 ROSSMOOR PKWY, 4, WALCR CA 94595",1332,2026-07-18T09:37:30.152760
15975,B240631,05/01/2024,"Building New Construction, Additions, Alterations or Sign","UNIT REMODELING IN LEVEL 1. MERGING UNITS 137 AND 139. REMODLING TO HAVE 2 BEDROOM UNIT WITH NEW L-SHAPE KITCHEN LAYOUT.","Conditionally Approved","1580 GEARY RD, WALCR CA 94597",1332,2026-07-18T09:37:30.152760
15968,B240633,05/01/2024,"Building New Construction, Additions, Alterations or Sign","UNIT REMODELING IN LEVEL 3. MERGING UNITS 304 AND 306.",Finaled,"1700 TICE VALLEY BLVD, WALCR CA 94595",1331,2026-07-18T09:37:26.077448
15944,B240636,05/02/2024,"Building New Construction, Additions, Alterations or Sign","BATH REMODEL",Finaled,"2001 SKYCREST DR, 4, WALCR CA 94595",1329,2026-07-18T09:37:16.456757
15939,R24138,05/02/2024,"Building Revision to Issued Permit","Foundation Updates due to inspection concerns - REVISION TO B221112","Revision Issued","487 MONTECILLO DR, WALCR CA 94595",1329,2026-07-18T09:37:16.456757
15933,M240849-E,05/02/2024,"EV Charger/Battery Storage System - Residential","ONLINE - NEW ENERGY STORAGE SYSTEM ON MAIN DWELLING. ADDITION OF ONE NEW TESLA 5 KW, 13.5 KWH POWERWALL-2 BATTERY, ONE TESLA GATEWAY CONTROLLER, AND ASSOCIATED HARDWARE.",Finaled,"800 WINDSONG CT, WALCR CA 94598",1328,2026-07-18T09:37:10.605058
15922,B240643,05/03/2024,"Building New Construction, Additions, Alterations or Sign","NEW replacement SFR WITH ATTACHED 552 sf ADU, 1 bd",Issued,"2136 YOUNGS CT, A, WALCR 94596",1327,2026-07-18T09:37:05.024373
15917,B240644,05/03/2024,"Building New Construction, Additions, Alterations or Sign","UNIT REMODEL: Demo kitchen and 2 baths, including dropped ceilings, which will go to 8'. Replace bath fixtures in current locations, to code. Replace existing size windows in bedrooms, baths, and kitchen with Milgard code compliant units. Replace kitchen, all in existing locations, with code compliant fixtures/appliances. Add LED lighting in LR/DR, kitchen, baths, bedrooms. Upgrade panel and req. circuits per code. Add wired smoke/CO2 alarms per code. Replace bath fans with sensor compliant models. Replace interior doors/trim/texture/paint/flooring.",Finaled,"2857 PTARMIGAN DR, 1, WALCR CA 94595",1327,2026-07-18T09:37:05.024373
15915,M240859-E,05/03/2024,"EV Charger/Battery Storage System - Residential","ONLINE - NEW ENERGY STORAGE SYSTEM ON MAIN DWELLING. ADDITION OF ONE NEW TESLA 5 KW, 13.5 KWH POWERWALL-2 BATTERY, ONE TESLA GATEWAY CONTROLLER, AND ASSOCIATED HARDWARE.",Finaled,"701 QUAIL CREST DR, WALCR CA 94598",1327,2026-07-18T09:37:05.024373
15894,B240648,05/06/2024,"Building New Construction, Additions, Alterations or Sign","Kitchen Remodel (like for like cabinets)",Expired,"3115 DIABLO SHADOW DR, WALCR CA 94598",1325,2026-07-18T09:36:56.655295
15891,B240650,05/06/2024,"Building New Construction, Additions, Alterations or Sign","Fire damage repair/Townhouse remodel",Finaled,"1765 COUNTRYWOOD CT, WALCR CA 94598",1325,2026-07-18T09:36:56.655295
15878,B240652,05/06/2024,"Building New Construction, Additions, Alterations or Sign","Pre-approved ADU plan 3-New construction",Finaled,"298 NORMANDY LN, A, WALCR 94598",1324,2026-07-18T09:36:51.966040
15856,M240879,05/07/2024,"Mechanical, Electrical, or Plumbing Only","Encapsulate popcorn ceiling,demo kitchen and bathrooms to remodel . Build new shower pans ,install new valve mixer ,replace fans,tile shower walls and floor,install new vanity,faucet and light fixtures,add recessed lighting in all rooms ,install new kitchen cabinets,counter tops ,faucet garbage disposal and all appliances . Install new windows and sliding door(new construction ,brand is rich windows,color is bronze",Void,"2209 GOLDEN RAIN RD, 7, WALCR CA 94595",1322,2026-07-18T09:36:42.556197
15848,B240661,05/07/2024,"Building New Construction, Additions, Alterations or Sign","Voluntary foundation repair.",Finaled,"1952 MONTCLAIR CT, WALCR CA 94597",1321,2026-07-18T09:36:37.186370
15832,M240889,05/07/2024,"Mechanical, Electrical, or Plumbing Only","Install new decora style light switches and receptacles throughout in existing locations. (Like for like. No relocation or additional locations.) Install new surface mount light fixtures in existing locations. Install new countertops and backsplash in kitchen and laundry room. (Existing cabinets to remain). Install kitchen sink in existing location. Install new flooring in kitchen and laundry room. Re-install existing appliances.",Finaled,"5913 HORSEMANS CANYON DR, 5C, WALCR CA 94595",1320,2026-07-18T09:36:32.250065
15820,B240669,05/08/2024,"Building New Construction, Additions, Alterations or Sign","Foundation repair using 10 push piers and 5 screw jacks.",Finaled,"16 SAXTON CT, WALCR CA 94597",1319,2026-07-18T09:36:26.757485
15818,B240670,05/08/2024,"Building New Construction, Additions, Alterations or Sign","Remodel Kitchen and Bathroom Add mini spilt HVAC Add laundry room. Replace windows.",Expired,"3301 TICE CREEK DR, 3, WALCR CA 94595",1319,2026-07-18T09:36:26.757485
